"#","Score"
620,0.72448
621,0.74578
622,0.77410
623,0.82731
624,0.85679
625,0.90338
626,0.98253
627,0.98777
628,0.99963
,1.00007
629,1.00007
630,1.00007
631,1.00007
632,1.00007
633,1.00007
634,1.00007
635,1.00007
636,1.00007
637,1.00007
638,1.00007
639,1.00007
640,1.00007
641,1.00007
642,1.00007
643,1.00007
644,1.00007
645,1.00007
646,1.00007
647,1.00007
648,1.00007
649,1.00007
650,1.00007
651,1.00007
652,1.00007
653,1.00007
654,1.00007
655,1.00007
656,1.00007
657,1.00007
658,1.00007
659,1.00007
660,1.00007
661,1.00007
662,1.00007
663,1.00007
664,1.00007
665,1.00007
666,1.00007
667,1.00007
668,1.00007
669,1.00007
670,1.00007
671,1.00007
672,1.00007
673,1.00007
674,1.00007
675,1.00007
676,1.00007
677,1.00007
678,1.00007
679,1.00007
680,1.00007
681,1.00007
682,1.00007
683,1.00007
684,1.00007
685,1.00007
686,1.00007
687,1.00007
688,1.00007
689,1.00007
690,1.00007
691,1.00007
692,1.00007
693,1.00007
694,1.00007
695,1.00007
696,1.00007
697,1.00007
698,1.00007
699,1.00007
700,1.00007
701,1.00007
702,1.00007
703,1.00007
704,1.00007
705,1.00007
706,1.00007
707,1.00091
708,1.01399
709,1.17712
710,1.21293
711,1.26092
712,1.37747
713,1.66192
714,1.73768
715,2.62186
716,3.03488
717,3.59894
718,9.07471
